emissoes_ultimos_3_meses,emissoes_ultimo_mes,crescimento_emissoes,tickets_abertos_ultimos_3_meses,tickets_abertos_ultimo_mes,crescimento_tickets_abertos,atraso_fatura_ultimos_3_meses,atraso_fatura_ultimo_mes,mes,cancelamento
2671,487,0.55,24,11,1.38,1,1,2,1
3878,1320,1.02,14,5,1.00,0,0,3,0
5177,989,0.57,49,26,1.53,1,1,6,1
2702,492,0.55,49,22,1.29,3,1,7,0
8496,2876,1.02,10,2,0.50,1,0,2,1
6908,2335,1.01,6,2,1.00,1,0,10,0
4671,900,0.58,45,17,1.13,0,0,6,1
2190,398,0.55,49,18,1.06,2,1,6,1
3217,609,0.57,23,15,1.88,2,1,1,0
3351,1161,1.04,14,3,0.60,0,0,4,1
7767,2614,1.01,6,2,1.00,0,0,3,0
664,267,1.20,10,3,0.75,0,0,3,0
739,107,0.43,30,12,1.20,3,1,8,1
1962,363,0.56,36,15,1.25,2,0,6,1
2212,415,0.56,52,18,1.00,2,0,7,1
8802,2982,1.02,9,2,0.67,1,0,5,0
7181,2418,1.01,14,5,1.00,0,0,12,0
2272,406,0.54,25,15,1.67,2,1,7,1
3170,1078,1.02,1,0,0.00,2,1,2,0
7537,2525,1.00,9,2,0.67,1,0,10,1
8560,1670,0.59,59,26,1.30,1,1,7,1
8182,2750,1.01,2,0,0.00,0,0,2,0
3478,1207,1.04,8,3,1.00,1,0,11,0
1852,659,1.07,8,2,0.67,0,0,10,1
6681,2252,1.01,1,0,0.00,0,0,8,1
6746,2295,1.02,15,4,0.80,2,0,5,0
3656,1237,1.01,5,2,1.00,0,0,2,0
4220,839,0.60,59,23,1.15,1,1,7,1
7181,2410,1.01,7,2,0.67,0,0,2,0
2158,747,1.04,1,0,0.00,0,0,12,1
8539,1681,0.59,44,15,1.00,2,1,7,1
9182,1793,0.59,28,12,1.20,3,1,3,0
4408,873,0.59,56,19,1.00,2,1,6,1
3587,1243,1.04,7,3,1.00,0,0,12,0
713,265,1.11,2,0,0.00,2,0,2,0
8681,2911,1.01,1,0,0.00,0,0,6,1
2515,871,1.04,9,1,0.33,0,0,3,1
9356,3142,1.01,1,0,0.00,0,0,11,0
6945,1354,0.58,60,28,1.40,1,0,6,1
3216,638,0.60,25,18,2.00,2,1,7,1
8574,1671,0.58,56,24,1.26,2,0,6,1
7753,2628,1.02,13,3,0.60,1,1,5,0
7894,2661,1.01,7,3,1.00,2,0,2,0
6803,2289,1.01,6,2,1.00,2,0,7,0
3640,696,0.57,52,26,1.44,3,1,7,1
8756,1729,0.59,24,12,1.50,3,0,1,1
7588,2563,1.01,12,2,0.50,0,0,5,1
8011,2701,1.01,7,2,0.67,2,0,6,0
6276,2113,1.01,14,3,0.60,0,0,2,0
1753,610,1.04,15,5,1.00,1,0,4,0
3453,664,0.58,38,19,1.46,0,0,7,0
4539,1561,1.03,1,0,0.00,0,0,10,0
935,334,1.07,3,1,1.00,0,0,4,0
941,340,1.08,15,3,0.60,0,0,11,0
2441,454,0.56,25,12,1.33,2,0,3,1
7407,1444,0.58,14,11,2.20,2,1,3,1
3542,1200,1.02,6,2,1.00,0,0,11,0
4354,1501,1.03,7,1,0.33,0,0,5,0
1157,405,1.05,10,3,0.75,0,0,2,0
5070,1734,1.03,6,2,1.00,0,0,4,0
8839,2991,1.01,0,0,0.00,0,0,1,0
1534,533,1.04,2,0,0.00,2,1,3,1
2819,984,1.05,13,4,0.80,1,0,11,1
9764,3300,1.01,15,5,1.00,0,0,11,0
5809,1954,1.01,0,0,0.00,0,0,1,1
6953,1367,0.59,36,16,1.33,1,1,7,0
9876,3323,1.01,6,2,1.00,2,1,2,0
6015,2050,1.02,14,5,1.00,0,0,11,0
6665,2233,1.00,15,4,0.80,1,0,5,1
375,69,0.55,33,13,1.18,0,0,7,1
3766,1286,1.02,5,2,1.00,0,0,1,0
5162,1731,1.01,11,3,0.75,1,0,11,0
1084,198,0.55,30,11,1.10,2,1,12,1
6359,1263,0.60,41,20,1.43,0,0,7,1
6982,2357,1.01,2,0,0.00,1,0,11,1
5422,1076,0.60,54,28,1.56,1,0,7,1
1338,481,1.08,9,3,1.00,0,0,5,1
3316,637,0.58,48,26,1.62,1,1,7,1
9285,1848,0.60,21,14,2.00,3,1,10,1
6193,2078,1.01,7,2,0.67,0,0,10,0
2999,552,0.55,27,12,1.33,2,1,6,1
2254,410,0.55,30,14,1.40,1,1,12,1
9821,1926,0.59,31,14,1.27,3,0,7,1
307,136,1.32,13,4,0.80,0,0,8,1
9919,3321,1.00,2,0,0.00,0,0,9,0
2420,836,1.04,12,4,1.00,1,0,11,1
4719,1617,1.03,4,2,1.00,0,0,1,0
6886,2328,1.01,9,3,1.00,1,0,6,1
4121,1391,1.01,5,2,1.00,0,0,3,1
1198,197,0.49,58,24,1.20,3,1,7,0
4526,1532,1.02,2,0,0.00,0,0,11,0
1320,451,1.02,9,3,1.00,1,0,10,1
3124,1073,1.03,3,1,1.00,2,0,9,1
6729,2259,1.01,1,0,0.00,0,0,2,1
7728,2610,1.01,14,5,1.00,0,0,7,0
4210,1430,1.02,3,1,1.00,0,0,10,0
3923,760,0.58,48,20,1.25,3,1,6,1
4087,1402,1.03,7,2,0.67,0,0,11,0
5573,1895,1.02,12,3,0.75,0,0,1,1
8660,2930,1.01,14,4,0.80,0,0,1,0
887,156,0.53,59,24,1.20,1,1,7,0
3856,738,0.57,50,20,1.18,3,1,7,1
7923,2689,1.02,3,1,1.00,2,0,9,0
4063,775,0.57,55,23,1.21,3,0,6,1
3976,1340,1.01,7,3,1.00,0,0,10,0
4115,1416,1.03,10,4,1.00,2,0,11,0
3347,647,0.58,40,19,1.36,1,0,7,1
3480,671,0.58,57,22,1.16,1,0,6,1
7932,2673,1.01,13,5,1.00,1,0,6,0
8935,3001,1.01,13,3,0.60,0,0,9,0
8466,2838,1.01,7,1,0.33,0,0,12,0
7644,2580,1.01,10,2,0.50,1,0,7,0
5382,1027,0.57,25,14,1.56,1,1,7,1
627,96,0.46,57,28,1.47,2,1,6,0
3168,1095,1.04,12,2,0.50,0,0,11,1
5477,1847,1.01,12,2,0.50,0,0,9,1
4851,1657,1.02,4,2,1.00,0,0,12,0
5305,1026,0.58,59,20,1.00,1,1,7,1
6698,1296,0.58,34,21,1.75,1,0,6,1
1664,595,1.07,5,2,1.00,2,0,12,0
529,220,1.24,13,4,0.80,0,0,4,1
1145,217,0.57,34,18,1.50,2,1,6,0
7592,1495,0.59,30,12,1.20,2,1,6,1
1973,703,1.07,12,4,1.00,1,0,10,0
1378,487,1.06,10,4,1.00,0,0,1,0
7709,2600,1.01,8,1,0.33,0,0,4,0
3600,707,0.59,34,19,1.58,2,0,7,1
6574,2235,1.02,4,2,1.00,1,0,5,0
9976,3363,1.01,7,1,0.33,0,0,11,0
6886,2330,1.01,0,0,0.00,0,0,1,1
5028,1691,1.01,2,0,0.00,0,0,4,0
1121,211,0.56,25,9,1.00,2,1,7,0
6080,2052,1.01,9,3,1.00,1,0,1,1
7200,2432,1.01,0,0,0.00,1,0,10,0
5944,2030,1.02,11,3,0.75,0,0,11,0
8123,1601,0.59,17,9,1.50,3,1,10,1
4260,1466,1.03,11,3,0.75,0,0,9,0
7863,2633,1.00,14,3,0.60,1,0,9,0
8964,1763,0.59,35,19,1.58,2,1,7,1
9314,3125,1.01,14,5,1.00,1,0,10,0
6418,2167,1.01,12,3,0.75,2,1,9,0
1383,266,0.58,41,15,1.07,1,0,6,1
4572,903,0.59,46,20,1.25,0,0,6,1
507,72,0.43,45,23,1.53,2,1,6,1
3902,1324,1.02,11,4,1.00,2,0,12,0
4560,1552,1.02,12,3,0.75,0,0,11,0
3189,1074,1.01,11,3,0.75,0,0,5,1
3374,1152,1.02,1,0,0.00,0,0,7,0
8486,2854,1.01,3,1,1.00,1,0,5,0
8403,2822,1.01,9,3,1.00,2,0,6,0
4846,1656,1.02,11,2,0.50,2,0,6,0
841,319,1.14,12,2,0.50,0,0,1,0
9919,1967,0.59,18,7,1.17,0,0,9,1
4766,1611,1.01,13,4,0.80,0,0,5,0
3615,1242,1.03,11,3,0.75,0,0,12,1
9028,1758,0.58,43,18,1.20,1,1,7,0
4148,1422,1.03,7,2,0.67,1,0,5,0
1880,651,1.04,15,4,0.80,2,0,2,0
1080,400,1.11,14,3,0.60,0,0,10,0
7031,2380,1.02,7,1,0.33,0,0,2,0
1108,416,1.12,13,4,0.80,0,0,12,0
2221,414,0.56,33,16,1.45,3,0,6,1
992,154,0.47,45,18,1.20,3,1,7,0
3544,1193,1.01,10,4,1.00,0,0,11,1
9823,3313,1.01,12,2,0.50,0,0,3,0
8771,2944,1.01,15,4,0.80,0,0,4,0
2444,862,1.06,2,0,0.00,1,0,7,0
2099,414,0.59,30,12,1.20,2,1,6,1
5489,1871,1.02,13,5,1.00,0,0,2,0
5026,1721,1.03,10,3,0.75,0,0,4,0
4359,1498,1.03,9,1,0.33,0,0,11,0
5916,1994,1.01,5,2,1.00,0,0,3,0
9757,3291,1.01,15,5,1.00,0,0,5,0
7110,2418,1.02,0,0,0.00,0,0,1,0
849,297,1.05,11,4,1.00,0,0,9,0
9161,3076,1.01,10,4,1.00,0,0,1,0
8986,3016,1.01,5,2,1.00,0,0,5,1
5759,1133,0.59,30,11,1.10,2,1,2,0
6369,1241,0.58,34,19,1.58,0,0,7,0
9769,1938,0.60,30,15,1.50,1,0,7,1
8298,1611,0.58,19,16,2.29,3,1,2,1
2696,946,1.05,7,2,0.67,1,0,12,0
2500,870,1.04,9,2,0.67,1,0,7,1
389,146,1.12,11,3,0.75,0,0,12,1
5833,1994,1.03,11,4,1.00,0,0,8,0
6721,1299,0.58,52,18,1.00,1,0,7,1
6947,1361,0.59,48,19,1.19,1,0,7,1
5884,1984,1.01,15,5,1.00,0,0,5,0
2828,538,0.57,41,21,1.50,3,1,6,1
4148,1399,1.01,15,3,0.60,0,0,8,0
1468,515,1.05,6,2,1.00,1,0,9,0
6753,2263,1.01,15,3,0.60,1,1,9,0
8107,2739,1.01,1,0,0.00,1,0,2,0
2034,703,1.04,7,2,0.67,0,0,5,0
1062,398,1.12,6,2,1.00,0,0,3,0
661,265,1.20,15,5,1.00,2,0,4,0
6516,2210,1.02,10,4,1.00,1,1,11,0
944,364,1.16,9,3,1.00,0,0,10,1
8716,2919,1.00,9,2,0.67,0,0,1,0
4168,1409,1.01,0,0,0.00,2,1,1,0
4456,846,0.57,55,22,1.16,1,1,6,1
9350,3159,1.01,6,2,1.00,2,0,6,0
4090,1397,1.02,12,2,0.50,0,0,3,1
3375,1164,1.03,5,2,1.00,0,0,7,0
3038,1031,1.02,3,1,1.00,2,0,11,0
4756,1612,1.02,3,1,1.00,2,1,6,0
1866,660,1.06,10,4,1.00,1,0,3,0
2990,565,0.57,59,24,1.20,1,1,7,1
8210,2773,1.01,3,1,1.00,0,0,10,0
6702,2280,1.02,2,0,0.00,2,1,6,1
4150,1416,1.02,1,0,0.00,0,0,2,1
2611,901,1.03,8,1,0.33,2,0,6,0
8751,2961,1.02,10,4,1.00,0,0,7,0
1087,187,0.52,43,22,1.47,2,1,6,0
9694,3261,1.01,4,2,1.00,2,1,3,0
2552,901,1.06,12,4,1.00,0,0,7,0
8638,1688,0.59,17,12,2.00,1,1,12,1
2955,1016,1.03,3,1,1.00,0,0,2,0
7607,2582,1.02,12,2,0.50,1,0,4,1
7499,2538,1.02,4,2,1.00,0,0,7,0
9358,3164,1.01,11,3,0.75,0,0,4,0
9756,1918,0.59,40,17,1.21,2,1,7,1
5752,1118,0.58,15,14,2.80,1,1,9,1
9302,1844,0.59,55,20,1.05,1,0,6,1
9712,3275,1.01,2,0,0.00,1,0,12,0
1031,358,1.04,5,2,1.00,0,0,1,0
5234,1788,1.02,14,4,0.80,0,0,1,0
9722,3291,1.02,12,4,1.00,0,0,1,1
838,303,1.08,13,4,0.80,1,0,6,0
7676,2601,1.02,9,1,0.33,0,0,6,0
7788,1509,0.58,55,24,1.26,1,1,6,1
2813,962,1.03,14,3,0.60,0,0,9,0
537,208,1.16,12,3,0.75,2,1,5,1
6989,2372,1.02,11,4,1.00,1,0,12,1
8039,2717,1.01,0,0,0.00,0,0,6,0
663,236,1.07,4,2,1.00,0,0,2,0
4810,1643,1.02,4,2,1.00,0,0,2,0
1869,325,0.52,48,20,1.25,3,0,6,1
1681,610,1.09,8,1,0.33,0,0,7,0
7362,2483,1.01,5,2,1.00,0,0,4,0
2233,771,1.03,3,1,1.00,0,0,8,0
8085,1582,0.59,53,22,1.22,2,1,6,1
8166,2750,1.01,1,0,0.00,0,0,1,1
4715,1620,1.03,1,0,0.00,0,0,5,0
8608,2919,1.02,12,2,0.50,0,0,6,0
4103,1400,1.02,9,2,0.67,2,0,5,0
2558,893,1.05,13,3,0.60,0,0,6,0
3122,1072,1.03,11,4,1.00,0,0,12,0
7837,2636,1.01,3,1,1.00,1,0,12,0
4984,969,0.58,42,22,1.57,3,1,7,0
8119,2721,1.01,9,2,0.67,1,0,4,0
8130,1584,0.58,13,7,1.40,3,0,4,1
9777,3286,1.01,6,2,1.00,2,0,1,0
9021,3019,1.00,7,2,0.67,0,0,6,0
1934,341,0.53,45,23,1.53,3,1,6,1
2763,946,1.03,15,4,0.80,2,0,2,0
6599,2228,1.01,8,2,0.67,0,0,9,0
5797,1153,0.60,40,14,1.00,1,1,7,1
814,293,1.08,3,1,1.00,2,1,8,0
5512,1867,1.02,9,2,0.67,0,0,10,0
1324,463,1.05,0,0,0.00,0,0,3,0
5174,1762,1.02,0,0,0.00,0,0,8,0
1096,175,0.48,16,9,1.50,1,0,12,1
5922,1996,1.01,12,2,0.50,1,0,3,0
8186,2756,1.01,14,3,0.60,0,0,2,0
7238,2448,1.01,1,0,0.00,2,0,2,1
2146,421,0.59,19,13,1.86,1,0,8,1
4349,1468,1.01,15,4,0.80,1,0,8,0
9013,3043,1.01,11,4,1.00,1,1,3,0
8480,2868,1.01,10,3,0.75,2,1,8,0
6101,2076,1.02,4,2,1.00,0,0,8,0
8807,2983,1.02,5,2,1.00,0,0,3,1
1773,328,0.55,30,14,1.40,3,0,7,1
7394,1444,0.59,24,15,1.88,1,0,12,1
5941,1995,1.01,3,1,1.00,1,0,4,0
1520,547,1.08,10,2,0.50,2,1,5,0
3495,1209,1.04,3,1,1.00,0,0,6,1
5495,1843,1.01,15,5,1.00,0,0,4,0
9416,3186,1.01,10,4,1.00,0,0,11,0
3962,755,0.57,46,20,1.25,2,1,7,1
5897,1984,1.01,7,3,1.00,2,0,6,0
6788,1343,0.59,46,24,1.50,2,1,7,1
2191,768,1.05,12,4,1.00,0,0,7,0
9898,3334,1.01,0,0,0.00,0,0,10,0
8758,2935,1.01,11,3,0.75,1,0,6,0
2597,888,1.03,0,0,0.00,2,1,4,0
9027,1770,0.59,12,8,2.00,2,0,9,1
657,262,1.20,12,3,0.75,0,0,10,0
9889,3310,1.00,1,0,0.00,0,0,6,0
9973,3368,1.01,14,5,1.00,0,0,2,0
4128,817,0.59,31,15,1.36,2,1,7,1
4686,891,0.57,29,10,1.00,1,1,12,1
3306,1151,1.04,10,2,0.50,1,0,7,0
552,202,1.10,11,4,1.00,1,1,6,0
8424,2848,1.01,12,3,0.75,0,0,5,0
4491,1508,1.01,1,0,0.00,0,0,10,0
7699,2579,1.00,13,4,0.80,2,0,12,0
4615,893,0.58,25,17,1.89,0,0,7,1
1346,492,1.10,15,5,1.00,0,0,10,0
809,305,1.13,12,2,0.50,0,0,3,0
8588,2883,1.01,11,3,0.75,0,0,2,0
5401,1812,1.01,12,4,1.00,2,0,3,0
6281,2139,1.02,8,3,1.00,2,0,6,0
2449,851,1.04,13,3,0.60,2,0,3,0
7345,2481,1.01,14,5,1.00,0,0,9,0
4685,1583,1.01,15,3,0.60,0,0,9,1
2002,715,1.07,11,2,0.50,2,1,4,1
6889,2343,1.02,10,4,1.00,2,1,3,0
5525,1853,1.01,10,4,1.00,2,1,9,0
524,204,1.17,0,0,0.00,0,0,9,0
4421,1514,1.03,4,2,1.00,2,0,1,0
2942,562,0.57,30,15,1.50,3,1,4,1
321,156,1.46,6,2,1.00,0,0,2,0
447,190,1.28,2,0,0.00,0,0,8,0
5773,1964,1.02,10,2,0.50,0,0,5,0
3216,1089,1.02,5,2,1.00,1,0,6,0
1376,469,1.02,3,1,1.00,2,0,5,0
7076,1376,0.58,52,20,1.11,0,0,6,0
870,322,1.11,6,2,1.00,2,0,6,0
1372,503,1.10,11,4,1.00,0,0,11,1
6451,1276,0.59,47,23,1.44,2,1,6,0
7265,1423,0.59,10,4,1.00,3,0,1,1
9384,3167,1.01,6,2,1.00,0,0,6,0
1327,493,1.11,13,3,0.60,0,0,1,0
2592,882,1.02,8,1,0.33,2,0,12,0
2592,895,1.04,12,3,0.75,0,0,4,0
2247,413,0.55,49,22,1.29,0,0,7,0
9124,3074,1.01,1,0,0.00,0,0,11,0
1996,699,1.05,11,3,0.75,0,0,10,0
3763,1271,1.01,2,0,0.00,0,0,8,0
3986,1372,1.03,11,3,0.75,0,0,2,1
6685,2256,1.01,1,0,0.00,2,0,8,0
2173,773,1.07,9,3,1.00,0,0,9,0
9629,1901,0.59,29,10,1.00,2,1,6,1
3925,1326,1.01,12,2,0.50,0,0,2,0
8824,2989,1.02,14,5,1.00,0,0,6,1
4040,780,0.58,39,17,1.31,2,1,6,1
1185,408,1.03,5,2,1.00,0,0,11,0
2514,872,1.04,6,2,1.00,0,0,6,0
9842,3330,1.01,0,0,0.00,0,0,12,0
3782,1282,1.02,12,3,0.75,0,0,10,0
3689,1240,1.01,3,1,1.00,0,0,6,0
3522,1221,1.04,13,5,1.00,0,0,6,1
5402,1049,0.58,32,11,1.00,2,0,7,0
3152,621,0.59,38,21,1.62,1,1,7,0
7596,2554,1.01,12,2,0.50,1,1,11,0
6262,2116,1.01,8,1,0.33,1,0,12,0
8623,2917,1.01,8,1,0.33,0,0,11,0
1731,588,1.02,14,5,1.00,0,0,3,0
3796,1300,1.03,9,3,1.00,1,0,6,0
5597,1880,1.01,10,3,0.75,2,1,5,1
7090,2400,1.02,8,3,1.00,2,0,5,0
3531,1223,1.04,2,0,0.00,0,0,11,0
5170,1773,1.03,5,2,1.00,2,0,2,0
6187,2093,1.01,0,0,0.00,0,0,1,0
3814,1312,1.03,14,3,0.60,2,0,8,0
5180,1749,1.01,5,2,1.00,1,0,5,1
2725,947,1.04,9,3,1.00,0,0,5,0
3290,1146,1.04,6,2,1.00,2,0,5,0
1762,612,1.04,1,0,0.00,0,0,4,0
2497,848,1.02,2,0,0.00,2,1,12,1
4730,1619,1.03,1,0,0.00,0,0,10,0
1333,457,1.03,15,3,0.60,0,0,4,0
6681,2257,1.01,12,3,0.75,1,0,8,1
2550,893,1.05,3,1,1.00,0,0,4,1
2062,379,0.55,46,19,1.19,1,1,6,1
594,83,0.42,26,15,1.67,3,1,10,0
3468,1193,1.03,12,2,0.50,1,0,2,1
8801,2949,1.01,1,0,0.00,0,0,11,0
3269,1125,1.03,7,1,0.33,2,0,8,0
4106,1409,1.03,3,1,1.00,0,0,10,1
4014,1362,1.02,3,1,1.00,1,0,11,1
5680,1087,0.57,36,13,1.08,0,0,7,1
2281,796,1.05,6,2,1.00,2,1,1,1
3870,756,0.59,56,28,1.47,3,0,6,1
3604,1251,1.04,6,2,1.00,0,0,10,0
2573,878,1.02,13,3,0.60,2,0,5,0
2572,509,0.59,29,12,1.20,0,0,6,0
5096,1722,1.01,4,2,1.00,0,0,1,0
8401,2834,1.01,10,4,1.00,2,1,4,0
482,191,1.19,10,4,1.00,1,0,4,0
1194,227,0.57,28,19,1.90,0,0,7,1
9971,3363,1.01,9,3,1.00,1,0,3,0
356,150,1.26,12,2,0.50,0,0,2,0
3491,1177,1.01,14,5,1.00,0,0,2,0
6747,2264,1.01,14,5,1.00,2,1,7,0
3127,1067,1.02,9,2,0.67,2,1,5,1
4432,1516,1.03,1,0,0.00,0,0,8,0
7000,1395,0.60,34,20,1.67,3,1,7,1
9884,3341,1.01,7,2,0.67,0,0,9,1
5753,1937,1.01,14,4,0.80,0,0,7,1
3076,1064,1.04,15,5,1.00,0,0,2,1
8171,2762,1.01,3,1,1.00,1,0,2,1
9945,3356,1.01,5,2,1.00,0,0,12,0
3203,1098,1.03,13,3,0.60,0,0,10,1
2223,787,1.06,12,3,0.75,0,0,12,0
9391,1842,0.59,29,16,1.60,3,0,2,1
6108,2052,1.01,15,4,0.80,0,0,6,1
8227,2766,1.01,12,3,0.75,0,0,2,0
5340,1021,0.57,38,18,1.38,1,1,6,1
1910,686,1.08,10,2,0.50,0,0,7,0
2397,459,0.57,38,21,1.62,1,0,6,1
8529,2872,1.01,15,4,0.80,0,0,7,0
2376,456,0.58,37,18,1.38,2,1,6,0
646,232,1.07,3,1,1.00,0,0,4,0
3962,1346,1.02,15,4,0.80,0,0,8,1
6103,1176,0.58,44,19,1.27,2,1,7,1
2184,757,1.04,9,3,1.00,1,0,11,0
8006,1576,0.59,56,21,1.11,3,1,6,1
5104,1727,1.01,2,0,0.00,2,0,4,0
4262,1439,1.01,1,0,0.00,0,0,11,0
7424,2517,1.02,1,0,0.00,0,0,11,1
7227,1433,0.59,28,15,1.50,0,0,6,1
419,168,1.20,5,2,1.00,1,1,11,0
1766,337,0.57,50,22,1.29,3,1,6,1
7281,2447,1.01,10,3,0.75,0,0,3,0
2344,441,0.56,38,20,1.54,1,1,7,1
2832,538,0.57,37,16,1.23,2,1,6,0
3568,1228,1.03,0,0,0.00,0,0,7,1
9272,3125,1.01,5,2,1.00,1,0,8,0
4160,827,0.60,54,22,1.22,3,1,6,0
7914,2657,1.01,1,0,0.00,0,0,4,0
7550,2541,1.01,2,0,0.00,2,0,10,0
8463,2858,1.01,7,1,0.33,1,0,1,0
7939,2677,1.01,4,2,1.00,2,0,1,1
6584,2207,1.01,10,3,0.75,0,0,7,0
9984,3369,1.01,13,5,1.00,1,1,12,0
5304,1814,1.03,7,1,0.33,0,0,11,0
9329,3131,1.01,13,5,1.00,0,0,4,0
3288,1118,1.02,12,4,1.00,0,0,5,0
4312,818,0.57,29,15,1.50,1,0,7,1
1556,560,1.08,4,2,1.00,0,0,9,0
3019,1052,1.04,6,2,1.00,0,0,6,0
1251,441,1.06,1,0,0.00,1,1,10,0
864,299,1.04,14,5,1.00,0,0,9,0
6092,2041,1.00,7,3,1.00,2,0,10,1
2682,931,1.04,13,3,0.60,2,0,2,0
4800,1619,1.01,8,2,0.67,0,0,4,0
8663,2902,1.00,7,2,0.67,0,0,12,0
366,61,0.50,43,17,1.13,2,1,7,1
9822,3305,1.01,7,2,0.67,0,0,8,0
6149,1188,0.58,27,15,1.67,1,1,7,1
1172,441,1.13,13,3,0.60,0,0,10,0
6984,2364,1.02,11,4,1.00,0,0,4,1
3850,728,0.57,60,29,1.45,2,1,6,1
593,220,1.11,7,1,0.33,0,0,4,1
6388,2163,1.02,8,2,0.67,0,0,11,0
8914,2993,1.01,8,2,0.67,0,0,10,0
532,226,1.27,7,3,1.00,2,0,10,0
6935,2337,1.01,9,1,0.33,1,1,5,0
729,292,1.20,9,2,0.67,0,0,12,0
9224,3107,1.01,6,2,1.00,1,1,5,0
3022,1042,1.03,9,2,0.67,2,0,6,0
9936,1959,0.59,60,27,1.35,3,1,7,0
4278,1458,1.02,13,5,1.00,2,0,4,0
7314,1425,0.58,52,23,1.28,3,1,6,1
522,223,1.28,13,4,0.80,0,0,2,0
1849,664,1.08,9,3,1.00,1,0,6,0
5413,1822,1.01,11,4,1.00,0,0,8,1
8061,2729,1.02,12,2,0.50,0,0,4,0
7433,2525,1.02,11,4,1.00,0,0,2,0
859,317,1.10,8,1,0.33,0,0,6,0
2719,934,1.03,3,1,1.00,0,0,9,1
6695,2273,1.02,3,1,1.00,1,1,4,0
8281,1617,0.59,54,22,1.22,1,1,7,1
659,93,0.42,53,21,1.17,1,1,7,1
4498,1525,1.02,14,4,0.80,0,0,2,0
9706,3285,1.02,2,0,0.00,0,0,11,0
5049,1722,1.02,11,3,0.75,0,0,3,0
2025,387,0.57,50,21,1.24,0,0,6,1
9596,3212,1.00,8,2,0.67,0,0,9,0
7323,2488,1.02,10,2,0.50,0,0,12,0
6822,2298,1.01,1,0,0.00,0,0,12,1
8903,2999,1.01,7,2,0.67,0,0,4,0
6270,1205,0.58,29,18,1.80,0,0,6,0
8545,2865,1.01,8,2,0.67,0,0,7,1
4778,1619,1.02,8,1,0.33,0,0,8,0
3987,1348,1.01,8,3,1.00,0,0,4,1
8190,2767,1.01,2,0,0.00,0,0,10,1
1850,654,1.06,15,5,1.00,2,1,10,0
8884,2991,1.01,8,1,0.33,0,0,8,0
9004,3023,1.01,4,2,1.00,2,0,7,0
3417,660,0.58,29,17,1.70,1,1,10,1
797,279,1.05,11,2,0.50,0,0,12,0
3325,1130,1.02,11,2,0.50,2,0,7,1
7107,2408,1.02,12,4,1.00,1,0,10,0
3519,1196,1.02,3,1,1.00,2,1,11,0
6659,1297,0.58,35,20,1.67,3,1,7,0
3077,1045,1.02,9,1,0.33,0,0,6,0
4896,1658,1.02,15,4,0.80,0,0,10,0
6425,2155,1.01,6,2,1.00,0,0,2,0
1041,397,1.14,9,2,0.67,0,0,9,1
3304,1150,1.04,10,4,1.00,0,0,12,1
372,167,1.35,12,4,1.00,0,0,10,0
5549,1063,0.57,27,14,1.56,0,0,11,1
9553,3214,1.01,9,1,0.33,1,0,4,0
7365,2490,1.01,14,3,0.60,1,0,7,0
4351,1476,1.02,2,0,0.00,0,0,5,0
2098,712,1.02,7,1,0.33,1,0,3,0
9890,3342,1.01,15,3,0.60,0,0,4,1
9739,3293,1.01,5,2,1.00,0,0,8,0
1699,600,1.06,2,0,0.00,1,0,5,1
6868,2300,1.00,1,0,0.00,2,0,2,0
7187,2419,1.01,15,3,0.60,0,0,12,0
8218,1599,0.58,25,9,1.00,1,0,10,1
510,191,1.12,14,4,0.80,2,0,5,0
3216,1101,1.03,11,2,0.50,0,0,9,0
3187,1082,1.02,3,1,1.00,0,0,9,0
6594,2241,1.02,10,3,0.75,0,0,2,0
4142,1415,1.02,1,0,0.00,2,0,9,0
9120,3076,1.01,2,0,0.00,0,0,2,0
8099,2739,1.01,1,0,0.00,0,0,7,0
5090,968,0.57,50,25,1.47,3,1,6,1
5256,1774,1.01,10,4,1.00,0,0,4,0
578,218,1.13,8,1,0.33,0,0,3,0
2999,1033,1.03,1,0,0.00,0,0,9,1
9606,1883,0.59,38,19,1.46,1,1,6,1
4399,872,0.59,27,19,2.11,1,0,6,0
8233,2778,1.01,2,0,0.00,1,1,10,0
517,220,1.27,1,0,0.00,0,0,1,1
5885,1989,1.01,0,0,0.00,1,0,9,0
7940,2670,1.01,6,2,1.00,2,0,10,0
673,249,1.11,4,2,1.00,2,0,7,0
4511,1547,1.03,13,3,0.60,0,0,5,0
8605,2883,1.00,9,1,0.33,2,0,5,0
7830,2656,1.02,7,1,0.33,0,0,7,0
6892,2320,1.01,13,3,0.60,0,0,12,1
434,171,1.18,0,0,0.00,1,0,8,0
7733,2626,1.02,6,2,1.00,0,0,3,1
7063,1370,0.58,32,12,1.09,1,1,7,0
6740,2297,1.02,8,2,0.67,0,0,5,0
5130,1732,1.01,9,3,1.00,0,0,1,0
8258,2799,1.02,12,4,1.00,0,0,2,0
3311,619,0.56,36,22,1.83,3,0,6,0
6605,2242,1.02,5,2,1.00,0,0,7,0
7302,1437,0.59,48,26,1.62,0,0,7,1
8789,1715,0.59,43,22,1.47,1,1,7,1
2064,712,1.03,2,0,0.00,0,0,7,0
1834,641,1.05,9,1,0.33,1,0,10,1
316,125,1.18,11,4,1.00,0,0,5,0
2508,871,1.04,7,3,1.00,0,0,2,0
5665,1906,1.01,14,3,0.60,0,0,1,1
